parser_family,source_pdf,page_start,page_end,section,entry_number,entry_type,authors,year,title,publication_block,commentary,reviews,confidence,segment_warning,raw_text,raw_text_original
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,143,journal_article,Mireille Courrent,,La pensée technique et ses enjeux dans le De Architectura de Vitruve,DEROUX 119-127,,,0.75,,"Mireille Courrent. ""La pensée technique et ses enjeux dans le De Architectura de Vitruve."" DEROUX 119-127.","Mireille Courrent. ""La pensée technique et ses enjeux dans le De
Architectura de Vitruve."" DEROUX 119-127."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,144,journal_article,Ulrich Eigler,2002,Urbanität und Landlichkeit als Thema und Problem der augusteischen Literatur,Hermes 130 (2002) 288-298,,,1.0,,"Ulrich Eigler. ""Urbanität und Landlichkeit als Thema und Problem der augusteischen Literatur."" Hermes 130 (2002) 288-298.","Ulrich Eigler. ""Urbanität und Landlichkeit als Thema und
Problem der augusteischen Literatur."" Hermes 130 (2002)
288-298."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,145,journal_article,Jacqueline Fabre-Serris,2001,"Deux réponses de Tibulle à Virgile: les élégies II, 1 et II, 5",REL 79 (2001) 140-151,,,1.0,,"Jacqueline Fabre-Serris. ""Deux réponses de Tibulle à Virgile: les élégies II, 1 et II, 5."" REL 79 (2001) 140-151.","Jacqueline Fabre-Serris. ""Deux réponses de Tibulle à Virgile: les
élégies II, 1 et II, 5."" REL 79 (2001) 140-151."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,146,journal_article,Jasper Griffin,,"Look your last on lyric: Horace, Odes 4.15",WISEMAN 311-332,,,0.75,,"Jasper Griffin. ""Look your last on lyric: Horace, Odes 4.15."" WISEMAN 311-332.","Jasper Griffin. ""Look your last on lyric: Horace, Odes 4.15.""
WISEMAN 311-332."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,147,journal_article,John Henderson,2001,Going to the Dogs/Grattius <&> The Augustan Subject,PCPS 47 (2001) 1-22. [Cynegetica],,,1.0,,"John Henderson. ""Going to the Dogs/Grattius <&> The Augustan Subject,"" PCPS 47 (2001) 1-22. [Cynegetica]","John Henderson. ""Going to the Dogs/Grattius <&> The Augustan
Subject,"" PCPS 47 (2001) 1-22. [Cynegetica]"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,148,journal_article,Samuel J. Huskey,2002,Ovid and the Fall of Troy in Tristia 1.3,Vergilius 48 (2002) 88-104,,,1.0,,"Samuel J. Huskey. ""Ovid and the Fall of Troy in Tristia 1.3."" Vergilius 48 (2002) 88-104.","Samuel J. Huskey. ""Ovid and the Fall of Troy in Tristia 1.3.""
Vergilius 48 (2002) 88-104."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,149,journal_article,Alison M. Keith,2002,Ovid on Vergilian War Narrative,Vergilius 48 (2002) 105-122,,,1.0,,"Alison M. Keith. ""Ovid on Vergilian War Narrative."" Vergilius 48 (2002) 105-122.","Alison M. Keith. ""Ovid on Vergilian War Narrative."" Vergilius 48
(2002) 105-122."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,150,monograph,,2002,"D.S. Levine & D. P. Nelis, edd. Clio and the Poets. Augustan Poetry and the Traditions of Ancient Historiography","Mnemosyne Supplement, 122. Leiden 2002",,"Kraus, BMCR 2003.09.01",0.7,,"D.S. Levine & D. P. Nelis, edd. Clio and the Poets. Augustan Poetry and the Traditions of Ancient Historiography. Mnemosyne Supplement, 122. Leiden 2002. Rev: Kraus, BMCR 2003.09.01.","D.S. Levine & D. P. Nelis, edd. Clio and the Poets. Augustan
Poetry and the Traditions of Ancient Historiography. Mnemosyne
Supplement, 122. Leiden 2002. Rev: Kraus, BMCR 2003.09.01."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,151,edited_volume,,2002,"R. Maltby, ""Tibullus 2.5 and the early history of Rome."" In Kleos. Estemporaneo di studi e testi sulla fortuna dell'antico. Francesco De Martino, ed",Bari 2002. 291-304,,,0.55,publication_tail_city_fallback,"R. Maltby, ""Tibullus 2.5 and the early history of Rome."" In Kleos. Estemporaneo di studi e testi sulla fortuna dell'antico. Francesco De Martino, ed. Bari 2002. 291-304.","R. Maltby, ""Tibullus 2.5 and the early history of Rome."" In
Kleos. Estemporaneo di studi e testi sulla fortuna dell'antico.
Francesco De Martino, ed. Bari 2002. 291-304."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,152,journal_article,P. Murgatroyd,2003,"Ovid Fasti 2.585-616, and Virgil, Aeneid 12",CQ 53 (2003)311,,,1.0,,"P. Murgatroyd. ""Ovid Fasti 2.585-616, and Virgil, Aeneid 12."" CQ 53 (2003)311.","P. Murgatroyd. ""Ovid Fasti 2.585-616, and Virgil, Aeneid 12.""
CQ 53 (2003)311."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,153,journal_article,Christopher Nappa,2002,Experiens laborum : Ovid reads the Georgics,Vergilius 48 (2002) 71-87,,,1.0,,"Christopher Nappa. ""Experiens laborum : Ovid reads the Georgics."" Vergilius 48 (2002) 71-87.","Christopher Nappa. ""Experiens laborum : Ovid reads the
Georgics."" Vergilius 48 (2002) 71-87."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,154,journal_article,Michael Paschalis,2000,Generic Affiliations in Roman and Greek Cynegetica,Kterismata [Studies in Honour of Joanne S. Kampitse] Herakleion 2000. 201-232,,,1.0,,"Michael Paschalis. ""Generic Affiliations in Roman and Greek Cynegetica ."" Kterismata [Studies in Honour of Joanne S. Kampitse] Herakleion 2000. 201-232.","Michael Paschalis. ""Generic Affiliations in Roman and Greek
Cynegetica ."" Kterismata [Studies in Honour of Joanne S.
Kampitse] Herakleion 2000. 201-232."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,15,VERGIL AND AUGUSTAN WRITERS,155,monograph,M. C. J. Putnam,2000,Horace's Carmen Saeculare: Ritual Magic and the Poet's Art,New Haven 2000,,"Henderson, JRS 92 (2002) 242-243; Hill, G&R 49 (2002) 115; Kilpatrick, Phoenix 56 (2002) 367-369; Lowrie, CW 96 (2003) 226-227",1.0,,"M. C. J. Putnam. Horace's Carmen Saeculare: Ritual Magic and the Poet's Art. New Haven 2000. Rev: Henderson, JRS 92 (2002) 242-243; Hill, G&R 49 (2002) 115; Kilpatrick, Phoenix 56 (2002) 367-369; Lowrie, CW 96 (2003) 226-227.","M. C. J. Putnam. Horace's Carmen Saeculare: Ritual Magic and
the Poet's Art. New Haven 2000. Rev: Henderson, JRS 92 (2002)
242-243; Hill, G&R 49 (2002) 115; Kilpatrick, Phoenix 56
(2002) 367-369; Lowrie, CW 96 (2003) 226-227."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,15,16,VERGIL AND AUGUSTAN WRITERS,156,journal_article,Marilyn B,2003,"Skinner, ""When Ovid Reads Vergil. Three Papers and a Response."" Vergilius 48 (2003) 67-70. 128 Alexander G",McKay,,,0.85,publication_tail_inferred,"Marilyn B. Skinner, ""When Ovid Reads Vergil ... Three Papers and a Response."" Vergilius 48 (2003) 67-70. 128 Alexander G. McKay","Marilyn B. Skinner, ""When Ovid Reads Vergil ... Three Papers
and a Response."" Vergilius 48 (2003) 67-70.
128 Alexander G. McKay"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,16,16,VERGIL AND AUGUSTAN WRITERS,157,monograph,T. Stickler,2002,Gallus amore peribatl Corn Anfänge der augusteischen Herrsch Rahden/Westf,"2002. [Althistorische Studi Würzburg, 2]",,,0.85,publication_tail_year_fallback,"T. Stickler. Gallus amore peribatl Corn Anfänge der augusteischen Herrsch Rahden/Westf. 2002. [Althistorische Studi Würzburg, 2]","T. Stickler. Gallus amore peribatl Corn
Anfänge der augusteischen Herrsch
Rahden/Westf. 2002. [Althistorische Studi
Würzburg, 2]"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,16,16,VERGIL AND AUGUSTAN WRITERS,158,journal_article,Philip Thibodeau,2003,"Can Vergil Cry? Epic Odes 1,24",CJ 98 (2003) 243-256,,,1.0,,"Philip Thibodeau. ""Can Vergil Cry? Epic Odes 1,24."" CJ 98 (2003) 243-256.","Philip Thibodeau. ""Can Vergil Cry? Epic
Odes 1,24."" CJ 98 (2003) 243-256."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,16,16,VERGIL AND AUGUSTAN WRITERS,159,journal_article,R. F. Thomas,2001,Virgil and the Augustan R MA,2001,,"S. J. Harrison, CR 52 (2002 MH 59 (2002) 259; Poucet, AC 11 (2002) 321 (2002) 114; Galinsky, review article, ""Clothes Arion 10 (2003) 143-169. Boyd's response to the three panelists and he Vergilian Society's 2002 topic, extols and enla implications of their offerings. Butrica studies Aeneid 3.274-280, and Propertius 3.11.69-72, a dix on Apollo Palatinus (310-311). Huskey argu to Aeneid 2 and 4 conflates Aeneas' multiple dep intertextual commentary on his own departure 1.3. Keith highlights Ovid's sensitivity to the mar epic during his career but particularly in the Per 4 and 5. Vergilian diction is carefully redeployed differences in the recollected scenes. Nappa pro textual relationships between Ovid's Metamo Georgics in his study of Ovidian readings of two Georgics 1.61-63, and 4.453-527. The Levin includes Vergilian material: V. E. Pagan's ""Ac Augustan Victory and Defeat in Virgil and T ""Stepping Out of the Ring: Repetition and Sa Match in Aeneid 5,"" Clifford Ando's ""Vergil's It Politics in First-Century Rome,"" Marko Archaeology in Vergil's Arcadia,"" Andreola Ross Between Tradition and Genre,"" and Rhiannon Ash's ""Ancient Historical Battle Narratives and the Epic Tradition.""",0.85,publication_tail_year_fallback,"R. F. Thomas. Virgil and the Augustan R MA 2001. Rev: S. J. Harrison, CR 52 (2002 MH 59 (2002) 259; Poucet, AC 11 (2002) 321 (2002) 114; Galinsky, review article, ""Clothes Arion 10 (2003) 143-169. Boyd's response to the three panelists and he Vergilian Society's 2002 topic, extols and enla implications of their offerings. Butrica studies Aeneid 3.274-280, and Propertius 3.11.69-72, a dix on Apollo Palatinus (310-311). Huskey argu to Aeneid 2 and 4 conflates Aeneas' multiple dep intertextual commentary on his own departure 1.3. Keith highlights Ovid's sensitivity to the mar epic during his career but particularly in the Per 4 and 5. Vergilian diction is carefully redeployed differences in the recollected scenes. Nappa pro textual relationships between Ovid's Metamo Georgics in his study of Ovidian readings of two Georgics 1.61-63, and 4.453-527. The Levin includes Vergilian material: V. E. Pagan's ""Ac Augustan Victory and Defeat in Virgil and T ""Stepping Out of the Ring: Repetition and Sa Match in Aeneid 5,"" Clifford Ando's ""Vergil's It Politics in First-Century Rome,"" Marko Archaeology in Vergil's Arcadia,"" Andreola Ross Between Tradition and Genre,"" and Rhiannon Ash's ""Ancient Historical Battle Narratives and the Epic Tradition.""","R. F. Thomas. Virgil and the Augustan R
MA 2001. Rev: S. J. Harrison, CR 52 (2002
MH 59 (2002) 259; Poucet, AC 11 (2002) 321
(2002) 114; Galinsky, review article, ""Clothes
Arion 10 (2003) 143-169.
Boyd's response to the three panelists and he
Vergilian Society's 2002 topic, extols and enla
implications of their offerings. Butrica studies
Aeneid 3.274-280, and Propertius 3.11.69-72, a
dix on Apollo Palatinus (310-311). Huskey argu
to Aeneid 2 and 4 conflates Aeneas' multiple dep
intertextual commentary on his own departure
1.3. Keith highlights Ovid's sensitivity to the mar
epic during his career but particularly in the Per
4 and 5. Vergilian diction is carefully redeployed
differences in the recollected scenes. Nappa pro
textual relationships between Ovid's Metamo
Georgics in his study of Ovidian readings of two
Georgics 1.61-63, and 4.453-527. The Levin
includes Vergilian material: V. E. Pagan's ""Ac
Augustan Victory and Defeat in Virgil and T
""Stepping Out of the Ring: Repetition and Sa
Match in Aeneid 5,"" Clifford Ando's ""Vergil's It
Politics in First-Century Rome,"" Marko
Archaeology in Vergil's Arcadia,"" Andreola Ross
Between Tradition and Genre,"" and Rhiannon Ash's ""Ancient
Historical Battle Narratives and the Epic Tradition."""
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,16,17,"STYLE, LANGUAGE, AND METER",160,journal_article,William S. Anderson,2002,"Trojan, Dardanian, Roman: The Power of Epithets in the Aeneid. APPROACHES 53-59. Vergilian Bibliography 2002-2003 1 29",,,,0.75,unclosed_quote_title,"William S. Anderson. ""Trojan, Dardanian, Roman: The Power of Epithets in the Aeneid. APPROACHES 53-59. Vergilian Bibliography 2002-2003 1 29","William S. Anderson. ""Trojan, Dardanian, Roman: The Power of
Epithets in the Aeneid. APPROACHES 53-59.
Vergilian Bibliography 2002-2003 1 29"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",161,journal_article,Matthew A. S. Carter,2002,Vergiliům vestigare. Aeneid 12.58,CQ 52 (2002) 615-617,,,0.85,unclosed_quote_title,"Matthew A. S. Carter. ""Vergiliům vestigare. Aeneid 12.58 CQ 52 (2002) 615-617.","Matthew A. S. Carter. ""Vergiliům vestigare. Aeneid 12.58
CQ 52 (2002) 615-617."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",162,edited_volume,J. Dangel,2002,Fama ('Rumeur'): un emblème Virgilien de rh torique pervertie,"In Papers on Rhetoric IV. Lucia Cal Montefusco, ed. Roma 2002. 89-110",,,1.0,,"J. Dangel. ""Fama ('Rumeur'): un emblème Virgilien de rh torique pervertie."" In Papers on Rhetoric IV. Lucia Cal Montefusco, ed. Roma 2002. 89-110","J. Dangel. ""Fama ('Rumeur'): un emblème Virgilien de rh
torique pervertie."" In Papers on Rhetoric IV. Lucia Cal
Montefusco, ed. Roma 2002. 89-110"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",163,monograph,Lowell Edmunds,2001,Intertextuality and the Reading of Ro Poetry. Baltimore/,London 2001,,"Fabre-Serris, Gnomon 7 (2003) 449-451; Goldhill, CW 96 (2003) 331-332; Hardie, C 52 (2002) 296-297",0.85,publication_tail_city_fallback,"Lowell Edmunds. Intertextuality and the Reading of Ro Poetry. Baltimore/London 2001. Rev: Fabre-Serris, Gnomon 7 (2003) 449-451; Goldhill, CW 96 (2003) 331-332; Hardie, C 52 (2002) 296-297.","Lowell Edmunds. Intertextuality and the Reading of Ro
Poetry. Baltimore/London 2001. Rev: Fabre-Serris, Gnomon 7
(2003) 449-451; Goldhill, CW 96 (2003) 331-332; Hardie, C
52 (2002) 296-297."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",164,monograph,Mark Edwards,2003,"Sound, Sense, and Rhythm. Listening to G and Latin Poetry",Princeton 2003,,,1.0,,"Mark Edwards. Sound, Sense, and Rhythm. Listening to G and Latin Poetry. Princeton 2003.","Mark Edwards. Sound, Sense, and Rhythm. Listening to G
and Latin Poetry. Princeton 2003."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",165,monograph,M. Erdmann,2000,Überredende Reden in Vergils Aeneis,Frankfur Main 2000,,"Gildenhard, JRS 92 (2002) 241-242",1.0,,"M. Erdmann. Überredende Reden in Vergils Aeneis. Frankfur Main 2000. Rev: Gildenhard, JRS 92 (2002) 241-242.","M. Erdmann. Überredende Reden in Vergils Aeneis. Frankfur
Main 2000. Rev: Gildenhard, JRS 92 (2002) 241-242."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",166,journal_article,R Esposito,,Scene di battaglia in Virglio,GIOSEFFI 73-,,,0.75,,"R Esposito. ""Scene di battaglia in Virglio."" GIOSEFFI 73-","R Esposito. ""Scene di battaglia in Virglio."" GIOSEFFI 73-"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",167,journal_article,G. R Goold,,Hypermeter and elision in Virgil,"In Vert usum. Studies in honor of Edward Courtney. John F. Mil Cynthia Damon, K. Sara Myers, edd. München/Leipzig 20 76-89",,,0.75,,"G. R Goold. ""Hypermeter and elision in Virgil."" In Vert usum. Studies in honor of Edward Courtney. John F. Mil Cynthia Damon, K. Sara Myers, edd. München/Leipzig 20 76-89.","G. R Goold. ""Hypermeter and elision in Virgil."" In Vert
usum. Studies in honor of Edward Courtney. John F. Mil
Cynthia Damon, K. Sara Myers, edd. München/Leipzig 20
76-89."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",168,journal_article,Pierre Laurens,2001,"Trois lectures du vers virgilien, Coloccio Salutati, Giovanni Gioviano Pontano, Jules-César Scaliger",REL 79 (2001) 215-235,,,1.0,,"Pierre Laurens. ""Trois lectures du vers virgilien, Coloccio Salutati, Giovanni Gioviano Pontano, Jules-César Scaliger."" REL 79 (2001) 215-235.","Pierre Laurens. ""Trois lectures du vers virgilien, Coloccio
Salutati, Giovanni Gioviano Pontano, Jules-César Scaliger."" REL
79 (2001) 215-235."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",169,journal_article,Christopher Nappa,2002,Cold-blooded Virgil: Bilingual Wordplay at Georgics 2.483-9,CQ 52 (2002) 617-620,,,1.0,,"Christopher Nappa. ""Cold-blooded Virgil: Bilingual Wordplay at Georgics 2.483-9."" CQ 52 (2002) 617-620.","Christopher Nappa. ""Cold-blooded Virgil: Bilingual Wordplay at
Georgics 2.483-9."" CQ 52 (2002) 617-620."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",170,journal_article,,,"M. Nasta, ""La relation mimétique et les anaphonies dans la poésie de Virgile."" DEROUX 385-397",,,,0.35,,"M. Nasta, ""La relation mimétique et les anaphonies dans la poésie de Virgile."" DEROUX 385-397.","M. Nasta, ""La relation mimétique et les anaphonies dans la poé-
sie de Virgile."" DEROUX 385-397."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",171,dissertation,David M,2002,J. Pollio. How Vergil does Things with Words; A Speech Act Approach to Persuasive Speech in the Aeneid. Diss. Bryn Mawr College,2002. DAI-A 63/04. p. 1325. AAC 3049792,,,0.85,publication_tail_year_fallback,David M. J. Pollio. How Vergil does Things with Words; A Speech Act Approach to Persuasive Speech in the Aeneid. Diss. Bryn Mawr College 2002. DAI-A 63/04. p. 1325. AAC 3049792.,"David M. J. Pollio. How Vergil does Things with Words; A Speech
Act Approach to Persuasive Speech in the Aeneid. Diss. Bryn
Mawr College 2002. DAI-A 63/04. p. 1325. AAC 3049792."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",172,monograph,A. Sharrock | H. Morales,2000,Intratextuality: Greek and Roman Textual Relations,Oxford 2000,,"Farrell, JRS 92 (2002) 226-228",1.0,,"A. Sharrock, H. Morales. Intratextuality: Greek and Roman Textual Relations. Oxford 2000. Rev: Farrell, JRS 92 (2002) 226-228.","A. Sharrock, H. Morales. Intratextuality: Greek and Roman
Textual Relations. Oxford 2000. Rev: Farrell, JRS 92 (2002)
226-228."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,17,"STYLE, LANGUAGE, AND METER",173,journal_article,Elena Theodorakopoulos,2002,"Review article: ""Classical Closure and the Continuity of Things."" Vergilius 48 (2002) 153-163. [Classical Closure: Reading the End in Greek and Latin Literature",Princeton 1997.],,,0.85,publication_tail_city_fallback,"Elena Theodorakopoulos. Review article: ""Classical Closure and the Continuity of Things."" Vergilius 48 (2002) 153-163. [Classical Closure: Reading the End in Greek and Latin Literature. Princeton 1997.]","Elena Theodorakopoulos. Review article: ""Classical Closure and
the Continuity of Things."" Vergilius 48 (2002) 153-163.
[Classical Closure: Reading the End in Greek and Latin
Literature. Princeton 1997.]"
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,17,18,"STYLE, LANGUAGE, AND METER",174,monograph,Richard F,1999,Thomas,Reading Virgil and his Texts: Studies in Intertextuality. Ann Arbor 1999,,"Zetzel, CP 96 (2001) 438-442; Briggs, Phoenix 56 ( 2002) 166-168. 130 Alexander G. McKay Carter detects Vergil's name in an acrostic in Aen Brown detected another at Georgics 1.429-43 underscores the effects of word order and m appreciation of the meaning of classical poetry for listeners",1.0,,"Richard F. Thomas. Reading Virgil and his Texts: Studies in Intertextuality. Ann Arbor 1999. Rev: Zetzel, CP 96 (2001) 438-442; Briggs, Phoenix 56 ( 2002) 166-168. 130 Alexander G. McKay Carter detects Vergil's name in an acrostic in Aen Brown detected another at Georgics 1.429-43 underscores the effects of word order and m appreciation of the meaning of classical poetry for listeners.","Richard F. Thomas. Reading Virgil and his Texts: Studies in
Intertextuality. Ann Arbor 1999. Rev: Zetzel, CP 96 (2001)
438-442; Briggs, Phoenix 56 ( 2002) 166-168.
130 Alexander G. McKay
Carter detects Vergil's name in an acrostic in Aen
Brown detected another at Georgics 1.429-43
underscores the effects of word order and m
appreciation of the meaning of classical poetry
for listeners."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,175,journal_article,I. Cazzaniga,,Colori nicandrei in Virgilio,GIOSEFF1 51-72,,,0.75,,"I. Cazzaniga. ""Colori nicandrei in Virgilio."" GIOSEFF1 51-72.","I. Cazzaniga. ""Colori nicandrei in Virgilio."" GIOSEFF1 51-72."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,176,journal_article,James J. Clauss,,Vergil's Aeneas: The Best of the Romans,APPROACHES 87-98 [Homeric Intertextuality],,,0.75,,"James J. Clauss. ""Vergil's Aeneas: The Best of the Romans."" APPROACHES 87-98 [Homeric Intertextuality].","James J. Clauss. ""Vergil's Aeneas: The Best of the Romans.""
APPROACHES 87-98 [Homeric Intertextuality]."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,177,journal_article,Randall Colaizzi,,"Homer, Pietas, and the Cycle of Duels in Aeneid 10 and 12",APPROACHES 99-113,,,0.75,,"Randall Colaizzi. ""Homer, Pietas, and the Cycle of Duels in Aeneid 10 and 12."" APPROACHES 99-113.","Randall Colaizzi. ""Homer, Pietas, and the Cycle of Duels in
Aeneid 10 and 12."" APPROACHES 99-113."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,178,journal_article,,2003,"Susanne Daub, ""Vergil und die Bibel als verschränkte Prätextein poetische Experiment."" RhMus 146 (",2003) 85-102,,,0.55,publication_tail_year_fallback,"Susanne Daub, ""Vergil und die Bibel als verschränkte Prätextein poetische Experiment."" RhMus 146 (2003) 85-102.","Susanne Daub, ""Vergil und die Bibel als verschränkte Prätext-
ein poetische Experiment."" RhMus 146 (2003) 85-102."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,179,monograph,"Marco Fantuzzi, Richard Hunter",2002,Muse e modelli. La poesia ellenistica da Alessandro Magno ad Augusto,Roma 2002,,,1.0,,"Marco Fantuzzi, Richard Hunter. Muse e modelli. La poesia ellenistica da Alessandro Magno ad Augusto. Roma 2002.","Marco Fantuzzi, Richard Hunter. Muse e modelli. La poesia
ellenistica da Alessandro Magno ad Augusto. Roma 2002."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,180,edited_volume,Annette Lucia Giesecke,2000,"Atoms, Ataraxy and Allusions. Cross-generic imitation of the De Rerum Natura in early Augustan Poetry",Hildesheirn 2000,,"Gall, Gnomon 74 (2002) 600-603. 181 S. J. Harrison. ""Picturing the Future: The Proleptic Ekphrasis from Homer to Vergil."" In Texts, Ideas, and the Classics: Scholarship, Theory, and Classical Literature. S. J. Harrison, ed. Oxford 2001. 70-92",1.0,,"Annette Lucia Giesecke. Atoms, Ataraxy and Allusions. Cross-generic imitation of the De Rerum Natura in early Augustan Poetry. Hildesheirn 2000. Rev: Gall, Gnomon 74 (2002) 600-603. 181 S. J. Harrison. ""Picturing the Future: The Proleptic Ekphrasis from Homer to Vergil."" In Texts, Ideas, and the Classics: Scholarship, Theory, and Classical Literature. S. J. Harrison, ed. Oxford 2001. 70-92.","Annette Lucia Giesecke. Atoms, Ataraxy and Allusions.
Cross-generic imitation of the De Rerum Natura in early
Augustan Poetry. Hildesheirn 2000. Rev: Gall, Gnomon 74
(2002) 600-603.
181 S. J. Harrison. ""Picturing the Future: The Proleptic Ekphrasis
from Homer to Vergil."" In Texts, Ideas, and the Classics:
Scholarship, Theory, and Classical Literature. S. J. Harrison, ed.
Oxford 2001. 70-92."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,182,monograph,,1998,A. Köhnken. Theocrit 1950-1994 (1996). I. Teil. Lustrum 87 (1995) [,"1998] 203ff., esp. 243-253",,,0.55,publication_tail_year_fallback,"A. Köhnken. Theocrit 1950-1994 (1996). I. Teil. Lustrum 87 (1995) [1998] 203ff., esp. 243-253.","A. Köhnken. Theocrit 1950-1994 (1996). I. Teil. Lustrum 87
(1995) [1998] 203ff., esp. 243-253."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,183,journal_article,Llewelyn Morgan,,Escapes from Orthodoxy: Poetry of the late Republic,TAPLIN 336- 358,,,0.75,,"Llewelyn Morgan. ""Escapes from Orthodoxy: Poetry of the late Republic."" TAPLIN 336- 358.","Llewelyn Morgan. ""Escapes from Orthodoxy: Poetry of the late
Republic."" TAPLIN 336- 358."
enumerated_robust_segments_tailclassifier_entryfix3,49 (2003) - McKay.pdf,18,18,VERGIL AND EARLIER WRITERS,184,journal_article,A. La Penna,2002,La collana di Armonia e il balteo di Pallante. Una nota su Virgilio e Accio,Maia 54 (2002) 259-262,,,1.0,,"A. La Penna. ""La collana di Armonia e il balteo di Pallante. Una nota su Virgilio e Accio."" Maia 54 (2002) 259-262.","A. La Penna. ""La collana di Armonia e il balteo di Pallante. Una
nota su Virgilio e Accio."" Maia 54 (2002) 259-262."
